67,0.5,0.0
79,0.5,0.0
55,0.5,0.0
59,0.5,0.0
62,0.5,0.5
71,0.5,1.0
83,0.5,1.0
59,0.5,1.0
55,0.5,1.0
62,0.5,1.5
67,0.5,2.0
79,0.5,2.0
59,0.5,2.0
55,0.5,2.0
62,0.5,2.5
74,2.0,3.0
86,2.0,3.0
r,0.5,3.0
62,0.5,3.5
r,0.5,4.0
62,0.5,4.5
59,0.5,5.0
55,0.5,5.0
84,0.5,5.0
r,1.0,5.0
62,0.5,5.5
83,0.5,5.5
81,0.5,6.0
62,0.5,6.5
79,0.5,6.5
55,0.5,7.0
59,0.5,7.0
78,0.5,7.0
62,0.5,7.5
79,0.5,7.5
83,0.5,8.0
62,0.5,8.5
79,0.5,8.5
55,0.5,9.0
60,0.5,9.0
78,1.0,9.0
64,0.5,9.5
55,0.5,10.0
60,0.5,10.0
76,1.0,10.0
64,0.5,10.5
55,0.5,11.0
60,0.5,11.0
74,0.5,11.0
r,1.0,11.0
64,0.5,11.5
72,0.5,11.5
55,0.5,12.0
60,0.5,12.0
71,0.5,12.0
64,0.5,12.5
69,0.5,12.5
55,0.5,13.0
60,0.5,13.0
68,0.5,13.0
64,0.5,13.5
69,0.5,13.5
60,0.5,14.0
55,0.5,14.0
72,0.5,14.0
64,0.5,14.5
69,0.5,14.5
55,0.5,15.0
60,0.5,15.0
57,0.5,15.0
66,2.0,15.0
62,0.5,15.5
55,0.5,16.0
60,0.5,16.0
57,0.5,16.0
62,0.5,16.5
60,0.25,17.0
55,0.25,17.0
57,0.25,17.0
69,0.25,17.0
r,1.0,17.0
r,0.25,17.25
62,0.5,17.5
55,0.25,18.0
60,0.25,18.0
57,0.25,18.0
72,0.25,18.0
r,0.25,18.25
62,0.5,18.5
60,0.25,19.0
55,0.25,19.0
57,0.25,19.0
69,0.25,19.0
r,0.25,19.25
62,0.5,19.5
60,0.25,20.0
55,0.25,20.0
57,0.25,20.0
66,0.25,20.0
r,0.25,20.25
62,0.5,20.5
59,3.0,21.0
55,3.0,21.0
67,0.5,21.0
62,0.5,21.5
61,0.5,22.0
62,0.5,22.5
66,0.5,23.0
67,0.5,23.5
69,0.5,24.0
62,0.5,24.5
61,0.5,25.0
62,0.5,25.5
67,0.5,26.0
69,0.5,26.5
71,0.5,27.0
67,0.5,27.5
66,0.5,28.0
67,0.5,28.5
45,0.5,29.0
57,0.5,29.0
72,0.5,29.0
47,0.5,29.5
59,0.5,29.5
74,0.5,29.5
48,0.5,30.0
60,0.5,30.0
76,0.5,30.0
74,0.5,30.5
72,0.5,31.0
71,0.5,31.5
69,0.5,32.0
67,0.5,32.5
62,0.5,33.0
50,0.5,33.0
66,1.0,33.0
r,1.0,33.5
r,2.0,34.0
57,0.5,34.5
62,0.5,34.5
66,0.5,35.0
69,0.5,35.5
74,0.5,36.0
66,0.5,36.5
69,0.5,37.0
74,0.5,37.5
78,0.5,38.0
69,0.5,38.5
74,0.5,39.0
78,0.5,39.5
81,0.5,40.0
74,0.5,40.5
78,0.5,41.0
81,0.5,41.5
86,0.5,42.0
78,0.5,42.5
81,0.5,43.0
86,0.5,43.5
90,0.5,44.0
88,0.5,44.5
86,1.0,45.0
r,0.5,46.0
62,0.5,46.5
59,0.5,46.5
66,0.5,47.0
71,0.5,47.5
74,0.5,48.0
66,0.5,48.5
71,0.5,49.0
74,0.5,49.5
78,0.5,50.0
71,0.5,50.5
74,0.5,51.0
78,0.5,51.5
83,0.5,52.0
74,0.5,52.5
78,0.5,53.0
83,0.5,53.5
86,0.5,54.0
78,0.5,54.5
83,0.5,55.0
86,0.5,55.5
90,0.5,56.0
88,0.5,56.5
86,1.0,57.0
r,0.5,58.0
62,0.5,58.5
52,0.5,58.5
64,0.5,59.0
56,0.5,59.0
68,0.5,59.5
71,0.5,60.0
64,0.5,60.5
68,0.5,61.0
71,0.5,61.5
74,0.5,62.0
68,0.5,62.5
71,0.5,63.0
74,0.5,63.5
80,0.5,64.0
71,0.5,64.5
74,0.5,65.0
80,0.5,65.5
83,0.5,66.0
r,1.0,66.0
80,0.5,66.5
76,0.5,67.0
59,1.0,67.0
56,1.0,67.0
78,0.5,67.5
76,0.5,68.0
62,1.0,68.0
59,1.0,68.0
78,0.5,68.5
73,3.0,69.0
76,3.0,69.0
57,1.0,69.0
61,0.5,69.0
62,0.5,69.5
64,0.5,70.0
r,2.0,70.0
66,0.5,70.5
68,0.5,71.0
69,0.5,71.5
74,3.0,72.0
76,3.0,72.0
68,0.5,72.0
66,0.5,72.5
64,0.5,73.0
62,0.5,73.5
61,0.5,74.0
59,0.5,74.5
79,3.0,75.0
76,3.0,75.0
57,0.5,75.0
r,2.5,75.5
78,1.0,78.0
74,1.0,78.0
r,2.0,78.0
78,1.0,79.0
74,1.0,79.0
78,1.0,80.0
74,1.0,80.0
57,0.5,80.0
59,0.5,80.5
76,3.0,81.0
73,3.0,81.0
57,1.0,81.0
61,0.5,81.0
62,0.5,81.5
64,0.5,82.0
r,2.0,82.0
66,0.5,82.5
68,0.5,83.0
69,0.5,83.5
76,3.0,84.0
74,3.0,84.0
68,0.5,84.0
66,0.5,84.5
64,0.5,85.0
62,0.5,85.5
61,0.5,86.0
59,0.5,86.5
76,3.0,87.0
79,3.0,87.0
57,0.5,87.0
r,2.5,87.5
74,1.0,90.0
78,1.0,90.0
r,2.0,90.0
78,1.0,91.0
74,1.0,91.0
78,1.0,92.0
74,1.0,92.0
57,0.5,92.0
59,0.5,92.5
76,0.5,93.0
73,0.5,93.0
64,3.0,93.0
61,3.0,93.0
57,6.0,93.0
74,0.5,93.5
76,0.5,94.0
78,0.5,94.5
80,0.5,95.0
81,0.5,95.5
80,0.5,96.0
59,3.0,96.0
62,3.0,96.0
78,0.5,96.5
76,0.5,97.0
74,0.5,97.5
73,0.5,98.0
71,0.5,98.5
74,0.5,99.0
57,6.0,99.0
62,3.0,99.0
68,3.0,99.0
76,0.5,99.5
78,0.5,100.0
80,0.5,100.5
81,0.5,101.0
83,0.5,101.5
81,0.5,102.0
61,3.0,102.0
64,3.0,102.0
79,0.5,102.5
78,0.5,103.0
76,0.5,103.5
74,0.5,104.0
73,0.5,104.5
61,3.0,105.0
64,3.0,105.0
67,3.0,105.0
57,3.0,105.0
76,0.5,105.0
79,0.5,105.5
85,0.5,106.0
79,0.5,106.5
88,0.5,107.0
85,0.5,107.5
58,3.0,108.0
67,3.0,108.0
61,3.0,108.0
64,3.0,108.0
88,0.5,108.0
85,0.5,108.5
88,0.5,109.0
85,0.5,109.5
88,0.5,110.0
85,0.5,110.5
61,2.0,111.0
57,2.0,111.0
64,2.0,111.0
67,2.0,111.0
88,0.5,111.0
85,0.5,111.5
81,0.5,112.0
83,0.5,112.5
55,1.0,113.0
61,1.0,113.0
64,1.0,113.0
85,0.5,113.0
81,0.5,113.5
62,2.0,114.0
54,2.0,114.0
57,2.0,114.0
86,0.5,114.0
81,0.5,114.5
86,0.5,115.0
81,0.5,115.5
62,1.0,116.0
57,1.0,116.0
50,1.0,116.0
78,0.5,116.0
74,0.5,116.5
67,3.0,117.0
57,3.0,117.0
61,3.0,117.0
64,3.0,117.0
76,0.5,117.0
79,0.5,117.5
85,0.5,118.0
79,0.5,118.5
88,0.5,119.0
85,0.5,119.5
58,3.0,120.0
67,3.0,120.0
64,3.0,120.0
61,3.0,120.0
88,0.5,120.0
85,0.5,120.5
88,0.5,121.0
85,0.5,121.5
88,0.5,122.0
85,0.5,122.5
57,2.0,123.0
61,2.0,123.0
67,2.0,123.0
64,2.0,123.0
88,0.5,123.0
85,0.5,123.5
81,0.5,124.0
83,0.5,124.5
64,1.0,125.0
61,1.0,125.0
55,1.0,125.0
85,0.5,125.0
81,0.5,125.5
57,2.0,126.0
54,2.0,126.0
62,2.0,126.0
86,0.5,126.0
81,0.5,126.5
86,0.5,127.0
81,0.5,127.5
57,1.0,128.0
62,1.0,128.0
50,1.0,128.0
78,0.5,128.0
74,0.5,128.5
62,1.0,129.0
59,1.0,129.0
55,1.0,129.0
83,0.5,129.0
79,0.5,129.5
83,0.5,130.0
r,1.0,130.0
79,0.5,130.5
64,1.0,131.0
59,1.0,131.0
55,1.0,131.0
74,0.5,131.0
71,0.5,131.5
66,1.0,132.0
62,1.0,132.0
57,1.0,132.0
69,2.0,132.0
r,1.0,133.0
67,1.0,134.0
61,1.0,134.0
57,1.0,134.0
76,0.25,134.0
74,0.25,134.25
76,0.25,134.5
74,0.25,134.75
76,0.25,134.75
